bridge_id,bridge_type,material,year_built,age_years,design_life_years,location,corrosion_environment,corrosion_rate_mm_yr,condition_rating,structurally_deficient,adt,deck_area_sqft,tensile_strength_MPa,yield_strength_MPa,paris_C,paris_m,original_thickness_mm,remaining_thickness_mm,fatigue_cycles_millions,replacement_cost_M,loan_outstanding_M,last_inspection_date,insurance_premium_K_yr,expected_cost,risk_std
BR-03170,Highway,Timber,2015,9,75,Urban Northeast,Moderate,0.0572,8,0,28027,8290.0,8,5,0.0,0.0,18.0,17.5,92.1,1.97,1.51,2021-05-10,39.4,4.984980000000001,8.881784197001252e-16
BR-03171,Highway,Steel (A36),1973,51,50,Rural Midwest,Mild,0.0276,8,0,24776,2721.0,450,250,6.9e-12,3.0,12.2,10.8,461.2,0.9,0.51,2023-01-04,12.6,2.6683799999999995,4.440892098500626e-16
BR-03172,Pedestrian,Steel (A36),1975,49,100,Coastal Florida,Severe,0.0934,6,0,779,1964.0,450,250,6.9e-12,3.0,17.9,13.3,1.4,0.39,0.24,2020-07-09,8.1,1.1553651899999997,0.1519494182850741
BR-03173,Local Road,Steel (A588 Weathering),1998,26,100,Industrial New Jersey,Moderate,0.0384,8,0,1591,776.0,485,345,5.2e-12,2.8,14.0,13.0,15.1,0.12,0.07,2022-07-18,2.3,0.264788,0.031194399493748883
BR-03174,Highway,Timber,1972,52,75,Urban Northeast,Moderate,0.051,7,0,8073,4304.0,8,5,0.0,0.0,19.2,16.5,153.2,1.2,0.44,2021-05-17,14.4,2.60522528,0.3280920055217292
BR-03175,Local Road,Composite Steel-Concrete,2005,19,60,Industrial New Jersey,Moderate,0.0564,9,0,5906,2210.0,400,230,6.5e-12,3.0,47.9,46.8,41.0,0.41,0.28,2022-05-22,4.5,0.7971364499999998,0.0694837180998362
BR-03176,Highway,Steel (A588 Weathering),1962,62,75,Desert Southwest,Mild,0.0066,9,0,30018,988.0,485,345,5.2e-12,2.8,17.1,16.7,679.3,0.18,0.12,2023-02-27,4.3,0.7365799999999999,1.1102230246251565e-16
BR-03177,Interstate,Stainless Steel 316L,1961,63,60,Urban Northeast,Moderate,0.0115,7,0,29277,937.0,515,205,3.1e-12,3.2,20.3,19.5,673.2,0.14,0.07,2021-10-16,1.9,0.36085664999999995,0.045282959737321715
BR-03178,Highway,Prestressed Concrete,1982,42,100,Coastal Texas,Severe,0.0537,8,0,9561,1611.0,35,28,0.0,0.0,61.0,58.7,146.6,0.58,0.38,2020-07-25,13.3,1.6106271599999997,0.18358460856285752
BR-03179,Railroad,Steel (A514 HY),1967,57,75,Coastal Florida,Severe,0.1341,3,1,84,1889.0,760,690,4.5e-12,3.2,19.4,11.7,87.4,0.62,0.32,2020-05-03,12.9,2.0366622100000007,0.23483164804931986
BR-03180,Interstate,Steel (A588 Weathering),1990,34,75,Urban Midwest,Moderate,0.0283,8,0,15221,1012.0,485,345,5.2e-12,2.8,15.7,14.7,188.9,0.21,0.14,2022-05-21,2.6,0.4632572799999999,0.05230975499547287
BR-03181,Highway,Steel (A36),1970,54,75,Urban West,Mild,0.0474,7,0,6766,910.0,450,250,6.9e-12,3.0,12.1,9.6,133.4,0.24,0.14,2021-01-07,5.8,0.9011600000000003,2.220446049250313e-16
BR-03182,Interstate,Reinforced Concrete,1974,50,60,Urban Northeast,Moderate,0.0202,9,0,30713,2978.0,25,20,0.0,0.0,56.0,55.0,560.5,0.85,0.38,2021-01-21,18.9,2.8275,4.440892098500626e-16
BR-03183,Interstate,Steel (A36),1999,25,60,Desert Southwest,Mild,0.0209,8,0,27931,1352.0,450,250,6.9e-12,3.0,16.1,15.6,254.9,0.24,0.1,2021-05-01,3.1,0.5427499999999998,1.1102230246251565e-16
BR-03184,Local Road,Cast Iron,1953,71,60,Coastal Carolina,Severe,0.0291,8,0,3951,2385.0,200,130,1.2e-11,3.8,11.1,9.0,102.4,0.41,0.14,2020-04-27,4.7,0.9383126599999998,0.10140795379665052
BR-03185,Pedestrian,Reinforced Concrete,2023,1,50,Coastal Texas,Severe,0.0346,9,0,1485,517.0,25,20,0.0,0.0,62.3,62.3,0.1,0.18,0.06,2020-02-10,2.9,0.31577,0.0
BR-03186,Highway,Cast Iron,1953,71,75,Urban Northeast,Moderate,0.0231,8,0,13362,1301.0,200,130,1.2e-11,3.8,15.2,13.5,346.3,0.24,0.13,2020-10-26,2.7,0.5916947800000001,0.06778020191471182
BR-03187,Highway,Steel (A588 Weathering),1974,50,60,Industrial Michigan,Moderate,0.0308,8,0,99177,4719.0,485,345,5.2e-12,2.8,13.7,12.2,1810.0,1.65,1.22,2023-03-10,25.4,5.382,8.881784197001252e-16
BR-03188,Highway,Steel (A36),1952,72,75,Rural South,Mild,0.0343,7,0,50380,606.0,450,250,6.9e-12,3.0,13.2,10.7,1324.0,0.15,0.12,2020-04-03,1.9,0.44670707999999987,0.05644267539938198
BR-03189,Highway,Prestressed Concrete,1989,35,75,Rural Midwest,Mild,0.0185,9,0,12628,1982.0,35,28,0.0,0.0,56.6,56.0,161.3,0.43,0.33,2023-07-09,6.8,1.2973999999999999,2.220446049250313e-16
BR-03190,Interstate,Timber,1933,91,75,Industrial Ohio,Moderate,0.0664,4,1,27991,457.0,8,5,0.0,0.0,27.6,21.5,929.7,0.12,0.05,2020-09-26,2.5,0.46964625,0.05867281780720522
BR-03191,Interstate,Stainless Steel 316L,1979,45,60,Rural Mountain,Mild,0.0023,9,0,12851,1255.0,515,205,3.1e-12,3.2,17.2,17.1,211.1,0.44,0.15,2021-10-08,9.2,1.3052,2.220446049250313e-16
BR-03192,Interstate,Prestressed Concrete,1994,30,75,Rural Mountain,Mild,0.0078,9,0,8522,1725.0,35,28,0.0,0.0,46.3,46.1,93.3,0.39,0.14,2022-09-05,5.1,0.8879000000000001,0.0
BR-03193,Local Road,Prestressed Concrete,1965,59,60,Rural South,Mild,0.0253,9,0,16175,4821.0,35,28,0.0,0.0,65.6,64.1,348.3,1.77,1.32,2022-08-28,40.6,5.65160762,0.4802391730838308
BR-03194,Highway,Reinforced Concrete,2006,18,100,Coastal Texas,Severe,0.0693,7,0,10464,2319.0,25,20,0.0,0.0,45.5,44.3,68.7,0.69,0.23,2022-02-16,11.6,1.46744,0.0
BR-03195,Highway,Steel (A36),1986,38,60,Urban Midwest,Moderate,0.0596,8,0,13314,1970.0,450,250,6.9e-12,3.0,18.6,16.4,184.7,0.64,0.36,2023-05-26,12.3,1.9076200000000003,2.220446049250313e-16
BR-03196,Interstate,Composite Steel-Concrete,1976,48,100,Coastal Carolina,Severe,0.0693,7,0,24679,3811.0,400,230,6.5e-12,3.0,47.1,43.8,432.4,1.09,0.76,2021-11-20,15.2,3.3534799999999994,8.881784197001252e-16
BR-03197,Interstate,Steel (A36),1933,91,75,Coastal Florida,Severe,0.0732,3,1,7866,1222.0,450,250,6.9e-12,3.0,20.9,14.2,261.3,0.34,0.27,2023-08-16,5.7,1.3718219800000007,0.1554644026771132
BR-03198,Interstate,Steel (A36),1952,72,75,Coastal Florida,Severe,0.1064,3,1,48939,1483.0,450,250,6.9e-12,3.0,12.0,4.3,1286.1,0.59,0.3,2020-03-13,4.9,1.5172102399999994,0.1747677309010288
BR-03199,Highway,Steel (A36),1978,46,75,Coastal California,Moderate,0.098,6,0,11978,1506.0,450,250,6.9e-12,3.0,21.9,17.4,201.1,0.37,0.26,2020-03-02,4.7,1.1000599999999996,4.440892098500626e-16
BR-03200,Local Road,Steel (A36),2002,22,60,Rural Mountain,Mild,0.0234,8,0,1644,3444.0,450,250,6.9e-12,3.0,14.2,13.7,13.2,1.24,0.66,2022-12-22,25.8,3.207880000000001,8.881784197001252e-16
BR-03201,Pedestrian,Cast Iron,1962,62,60,Coastal Carolina,Severe,0.0463,7,0,13126,1593.0,200,130,1.2e-11,3.8,18.3,15.4,29.7,0.39,0.14,2022-02-02,4.5,0.8815672999999998,0.10955828549110286
BR-03202,Interstate,Cast Iron,2002,22,75,Rural Mountain,Mild,0.0108,9,0,19035,697.0,200,130,1.2e-11,3.8,19.8,19.6,152.9,0.23,0.11,2023-07-05,5.1,0.5878600000000002,1.1102230246251565e-16
BR-03203,Local Road,Prestressed Concrete,1952,72,60,Industrial Ohio,Moderate,0.0192,8,0,19755,897.0,35,28,0.0,0.0,68.5,67.1,519.2,0.33,0.18,2021-08-08,7.4,1.10255244,0.12583442150019844
BR-03204,Interstate,Aluminium Alloy,1988,36,100,Urban Northeast,Moderate,0.0306,7,0,28730,1819.0,310,275,5e-12,3.1,16.8,15.7,377.5,0.34,0.19,2021-11-03,4.4,0.8949200000000004,3.3306690738754696e-16
BR-03205,Pedestrian,FRP Composite,2012,12,100,Urban West,Mild,0.0219,8,0,1882,779.0,600,500,0.0,0.0,26.7,26.4,0.8,0.13,0.06,2023-05-11,2.2,0.22866988000000008,0.026302696728023916
BR-03206,Highway,Reinforced Concrete,1989,35,60,Pacific Northwest,Mild,0.0161,8,0,34981,949.0,25,20,0.0,0.0,53.2,52.6,446.9,0.31,0.09,2023-02-06,4.2,0.5809687,0.06450591284828082
BR-03207,Highway,FRP Composite,1988,36,75,Coastal Carolina,Severe,0.0388,8,0,7575,2065.0,600,500,0.0,0.0,24.4,23.0,99.5,0.72,0.4,2022-12-17,16.3,1.8035755600000007,0.2008737553545511
BR-03208,Local Road,Steel (A514 HY),1995,29,100,Industrial New Jersey,Moderate,0.0502,8,0,6000,1072.0,760,690,4.5e-12,3.2,11.4,10.0,63.5,0.33,0.18,2021-12-14,4.1,0.81757,0.0
BR-03209,Local Road,Reinforced Concrete,1981,43,75,Desert Southwest,Mild,0.0065,9,0,4364,5200.0,25,20,0.0,0.0,64.6,64.4,68.5,1.45,0.45,2022-09-12,14.4,3.27496,0.0
BR-03210,Pedestrian,Prestressed Concrete,1989,35,75,Urban Midwest,Moderate,0.0252,9,0,110,2062.0,35,28,0.0,0.0,43.4,42.5,0.1,0.47,0.21,2023-11-04,11.3,1.1071196999999997,0.09592857122312418
BR-03211,Highway,Steel (A36),1961,63,60,Rural Mountain,Mild,0.0286,7,0,72818,1024.0,450,250,6.9e-12,3.0,13.3,11.5,1674.4,0.37,0.27,2022-08-20,6.8,1.3889200000000002,0.0
BR-03212,Interstate,Steel (A36),1991,33,100,Coastal Carolina,Severe,0.0813,7,0,8165,3580.0,450,250,6.9e-12,3.0,22.3,19.6,98.3,0.56,0.38,2020-10-19,6.5,1.25320975,0.1584133871669627
BR-03213,Pedestrian,Reinforced Concrete,2005,19,50,Rural South,Mild,0.0269,9,0,9182,3297.0,25,20,0.0,0.0,58.9,58.4,6.4,1.03,0.58,2022-01-15,20.5,2.5993500000000003,4.440892098500626e-16
BR-03214,Railroad,Steel (A36),1990,34,100,Coastal Texas,Severe,0.1236,6,0,41,1363.0,450,250,6.9e-12,3.0,14.5,10.3,25.4,0.3,0.2,2021-06-01,5.2,0.87984,1.1102230246251565e-16
BR-03215,Railroad,Reinforced Concrete,1996,28,60,Coastal Carolina,Severe,0.031,9,0,92,577.0,25,20,0.0,0.0,59.6,58.7,47.0,0.15,0.1,2021-10-05,1.5,0.3023367999999999,0.026966575471127217
BR-03216,Interstate,Steel (A36),1992,32,50,Urban West,Mild,0.0543,7,0,55066,1634.0,450,250,6.9e-12,3.0,24.2,22.5,643.2,0.41,0.16,2021-11-22,8.7,1.1029199999999997,2.220446049250313e-16
BR-03217,Railroad,Reinforced Concrete,2000,24,60,Coastal Carolina,Severe,0.0349,9,0,78,2472.0,25,20,0.0,0.0,55.1,54.2,34.2,0.86,0.59,2021-06-09,16.2,1.8961705599999996,0.16098439338362705
BR-03218,Interstate,Prestressed Concrete,2001,23,60,Rural South,Mild,0.0239,8,0,9218,1127.0,35,28,0.0,0.0,62.3,61.7,77.4,0.39,0.28,2021-07-17,9.8,0.9421398800000003,0.10275057353119933
BR-03219,Pedestrian,Steel (A36),2001,23,100,Coastal California,Moderate,0.0722,7,0,3372,1309.0,450,250,6.9e-12,3.0,19.9,18.3,2.8,0.3,0.1,2022-07-09,6.8,0.72332,1.1102230246251565e-16
BR-03220,Railroad,Reinforced Concrete,1967,57,50,Desert Southwest,Mild,0.0143,9,0,48,4802.0,25,20,0.0,0.0,69.9,69.1,49.9,1.53,0.53,2023-06-15,33.9,5.18999,8.881784197001252e-16
BR-03221,Pedestrian,Reinforced Concrete,1926,98,100,Rural Midwest,Mild,0.0146,8,0,12945,7469.0,25,20,0.0,0.0,42.8,41.4,46.3,2.91,1.41,2020-03-13,23.3,8.584419999999998,3.552713678800501e-15
BR-03222,Highway,Steel (A36),1956,68,60,Coastal Florida,Severe,0.0685,5,0,16494,3868.0,450,250,6.9e-12,3.0,10.9,6.3,409.4,0.78,0.32,2022-04-28,15.6,2.809040000000001,8.881784197001252e-16
BR-03223,Highway,Steel (A36),1994,30,100,Rural Mountain,Mild,0.0294,9,0,12108,2386.0,450,250,6.9e-12,3.0,14.5,13.6,132.6,0.54,0.4,2022-04-03,12.9,1.3719852999999997,0.11943000000000001
BR-03224,Interstate,Steel (A36),1963,61,100,Desert Southwest,Mild,0.0291,8,0,12799,768.0,450,250,6.9e-12,3.0,22.4,20.7,285.0,0.27,0.12,2022-10-24,2.8,0.7290399999999999,1.1102230246251565e-16
BR-03225,Local Road,Steel (A36),1987,37,75,Coastal Florida,Severe,0.139,5,0,1072,1077.0,450,250,6.9e-12,3.0,17.1,12.0,14.5,0.18,0.12,2023-07-19,2.4,0.50544,0.0
BR-03226,Interstate,Stainless Steel 316L,1952,72,75,Industrial Ohio,Moderate,0.0113,9,0,27483,4035.0,515,205,3.1e-12,3.2,16.3,15.5,722.3,0.88,0.61,2021-08-25,12.2,3.078919999999999,8.881784197001252e-16
BR-03227,Interstate,Composite Steel-Concrete,1955,69,75,Rural Midwest,Mild,0.0361,7,0,14352,3333.0,400,230,6.5e-12,3.0,46.4,43.9,361.5,1.15,0.37,2022-03-06,17.8,2.98234664,0.3813071792836323
BR-03228,Local Road,Prestressed Concrete,1990,34,75,Industrial New Jersey,Moderate,0.0402,8,0,586,1260.0,35,28,0.0,0.0,62.8,61.4,7.3,0.37,0.13,2020-12-17,6.5,0.7618807000000001,0.08502516117661879
BR-03229,Highway,Steel (A514 HY),1969,55,60,Industrial Michigan,Moderate,0.0632,7,0,69035,322.0,760,690,4.5e-12,3.2,18.3,14.8,1385.9,0.1,0.08,2021-02-22,1.9,0.31206804999999993,0.03947379830659825
BR-03230,Pedestrian,Steel (A36),1963,61,75,Urban West,Mild,0.0455,7,0,12921,1543.0,450,250,6.9e-12,3.0,12.3,9.5,28.8,0.47,0.28,2022-03-16,8.5,1.3937009499999997,0.17646649655069793
BR-03231,Interstate,Reinforced Concrete,1966,58,60,Rural South,Mild,0.016,8,0,15918,1062.0,25,20,0.0,0.0,65.0,64.1,337.0,0.27,0.12,2020-11-08,4.5,0.8462999999999998,2.220446049250313e-16
BR-03232,Highway,Steel (A36),1947,77,60,Industrial Michigan,Moderate,0.049,7,0,8099,821.0,450,250,6.9e-12,3.0,18.1,14.4,227.6,0.3,0.11,2022-10-09,7.1,1.2437099999999999,0.0
BR-03233,Railroad,Steel (A588 Weathering),1960,64,75,Desert Southwest,Mild,0.0098,9,0,81,3195.0,485,345,5.2e-12,2.8,11.7,11.0,94.6,0.92,0.48,2022-09-16,16.2,2.515021279999999,0.23321780107839116
BR-03234,Pedestrian,Steel (A588 Weathering),1983,41,100,Urban Northeast,Moderate,0.0283,9,0,12315,921.0,485,345,5.2e-12,2.8,18.9,17.7,18.4,0.27,0.1,2021-07-08,2.9,0.5003402600000001,0.046254797736433775
BR-03235,Highway,Reinforced Concrete,1999,25,100,Pacific Northwest,Mild,0.0231,9,0,19578,976.0,25,20,0.0,0.0,54.1,53.6,178.6,0.22,0.09,2020-11-24,3.8,0.5265000000000002,1.1102230246251565e-16
BR-03236,Local Road,Prestressed Concrete,1972,52,75,Industrial New Jersey,Moderate,0.0224,8,0,10609,1206.0,35,28,0.0,0.0,51.4,50.2,201.4,0.32,0.19,2023-08-09,5.8,0.8585916400000001,0.0986472673958605
BR-03237,Interstate,Steel (A36),1964,60,100,Industrial Ohio,Moderate,0.041,7,0,13305,1775.0,450,250,6.9e-12,3.0,23.9,21.4,291.4,0.47,0.27,2020-03-05,9.6,1.4348347999999993,0.17950857467385786
BR-03238,Pedestrian,Prestressed Concrete,1990,34,60,Pacific Northwest,Mild,0.0201,8,0,1155,1579.0,35,28,0.0,0.0,63.1,62.4,1.4,0.61,0.43,2021-11-18,14.4,1.6222937599999996,0.18074047711621885
BR-03239,Interstate,FRP Composite,1970,54,50,Urban Midwest,Moderate,0.0198,7,0,19750,1434.0,600,500,0.0,0.0,36.8,35.7,389.3,0.49,0.38,2021-12-03,11.4,1.6117274400000006,0.20384489213966198
BR-03240,Railroad,Steel (A36),1972,52,75,Industrial Ohio,Moderate,0.0576,6,0,95,801.0,450,250,6.9e-12,3.0,11.8,8.8,90.2,0.24,0.1,2022-01-06,4.5,0.6430521999999999,0.08446423165127355
BR-03241,Interstate,Reinforced Concrete,2010,14,75,Rural Midwest,Mild,0.0208,9,0,102028,2213.0,25,20,0.0,0.0,62.6,62.3,521.4,0.66,0.37,2022-12-25,11.8,1.23320736,0.10851757830262154
BR-03242,Local Road,Prestressed Concrete,1975,49,60,Urban Midwest,Moderate,0.0354,7,0,1497,5649.0,35,28,0.0,0.0,67.0,65.3,26.8,1.23,0.79,2021-04-11,29.3,4.49241,8.881784197001252e-16
BR-03243,Pedestrian,Cast Iron,1989,35,60,Coastal Carolina,Severe,0.0445,7,0,14313,868.0,200,130,1.2e-11,3.8,17.6,16.1,18.3,0.32,0.15,2023-01-27,4.3,0.8066499999999999,1.1102230246251565e-16
BR-03244,Pedestrian,Steel (A514 HY),1988,36,50,Coastal Carolina,Severe,0.0966,6,0,1525,15090.0,760,690,4.5e-12,3.2,17.8,14.4,2.0,3.58,1.73,2020-02-02,55.7,9.509760000000002,0.0
BR-03245,Railroad,Steel (A588 Weathering),1992,32,100,Rural Mountain,Mild,0.0129,9,0,96,2738.0,485,345,5.2e-12,2.8,20.6,20.2,56.1,0.84,0.49,2021-01-04,16.1,2.3987600000000002,0.0
BR-03246,Pedestrian,Steel (A514 HY),1993,31,75,Urban West,Mild,0.029,8,0,2328,887.0,760,690,4.5e-12,3.2,13.9,13.0,2.6,0.22,0.15,2020-05-19,2.6,0.4769600999999999,0.05544094212952733
BR-03247,Local Road,Stainless Steel 316L,1958,66,75,Urban Midwest,Moderate,0.0056,9,0,15859,1938.0,515,205,3.1e-12,3.2,18.8,18.4,382.0,0.77,0.34,2020-07-20,14.5,2.1333507,0.18352341147632917
BR-03248,Interstate,Aluminium Alloy,1969,55,100,Coastal California,Moderate,0.0333,7,0,4373,4367.0,310,275,5e-12,3.1,18.5,16.7,87.8,1.02,0.41,2022-02-21,10.6,2.6169000000000007,8.881784197001252e-16
BR-03249,Interstate,Steel (A36),1958,66,75,Coastal Florida,Severe,0.1068,4,1,34120,516.0,450,250,6.9e-12,3.0,23.6,16.6,822.0,0.1,0.03,2022-03-09,2.1,0.34918000000000016,1.1102230246251565e-16
BR-03250,Highway,Prestressed Concrete,1978,46,60,Urban Northeast,Moderate,0.0298,8,0,30684,2078.0,35,28,0.0,0.0,44.8,43.4,515.2,0.72,0.22,2020-04-01,16.9,1.8188983400000005,0.2087442299478202
BR-03251,Highway,Reinforced Concrete,1971,53,75,Coastal Texas,Severe,0.0459,7,0,68760,1055.0,25,20,0.0,0.0,58.6,56.1,1330.2,0.33,0.22,2021-11-09,5.0,0.8837044999999999,0.11277547591453563
BR-03252,Highway,Reinforced Concrete,1952,72,75,Rural Midwest,Mild,0.0235,7,0,23624,4863.0,25,20,0.0,0.0,67.5,65.8,620.8,0.75,0.46,2023-01-04,6.3,1.80633688,0.22646356500276152
BR-03253,Interstate,Reinforced Concrete,1987,37,75,Pacific Northwest,Mild,0.0262,8,0,43142,4533.0,25,20,0.0,0.0,42.4,41.5,582.6,1.09,0.48,2020-02-25,10.3,2.53643,0.0
BR-03254,Pedestrian,Reinforced Concrete,1946,78,75,Rural South,Mild,0.0167,8,0,6479,1865.0,25,20,0.0,0.0,68.4,67.1,18.4,0.48,0.26,2023-10-20,8.5,1.823900000000001,8.881784197001252e-16
BR-03255,Highway,Steel (A36),2020,4,75,Coastal Carolina,Severe,0.0581,8,0,54049,2853.0,450,250,6.9e-12,3.0,24.0,23.8,78.9,0.87,0.36,2021-02-05,18.5,1.6952,0.0
BR-03256,Interstate,Timber,1982,42,75,Desert Southwest,Mild,0.0215,8,0,25911,3016.0,8,5,0.0,0.0,33.9,33.0,397.2,1.09,0.73,2021-06-02,20.7,3.49622,0.0
BR-03257,Highway,Reinforced Concrete,2012,12,60,Industrial New Jersey,Moderate,0.0316,8,0,17935,2820.0,25,20,0.0,0.0,50.9,50.5,78.6,0.43,0.2,2020-02-01,3.7,0.7158756000000002,0.0836732023548376
BR-03258,Railroad,Reinforced Concrete,1985,39,75,Industrial New Jersey,Moderate,0.0416,8,0,81,4380.0,25,20,0.0,0.0,57.7,56.1,57.7,1.2,0.94,2020-09-12,19.4,3.7655799999999995,0.0
BR-03259,Local Road,Steel (A36),1966,58,50,Coastal Texas,Severe,0.1178,3,1,2378,244.0,450,250,6.9e-12,3.0,13.1,6.3,50.3,0.05,0.03,2022-03-09,0.9,0.17186000000000007,5.551115123125783e-17
BR-03260,Railroad,Steel (A36),1947,77,75,Desert Southwest,Mild,0.013,8,0,42,2281.0,450,250,6.9e-12,3.0,15.4,14.4,59.0,0.91,0.71,2021-03-15,20.3,4.1380300000000005,0.0
BR-03261,Highway,Prestressed Concrete,1994,30,75,Urban West,Mild,0.0155,8,0,2530,4141.0,35,28,0.0,0.0,61.1,60.6,27.7,0.86,0.31,2022-01-03,15.4,1.7250240000000003,0.19941811287844444
BR-03262,Highway,Reinforced Concrete,1981,43,60,Rural South,Mild,0.0318,8,0,55625,1896.0,25,20,0.0,0.0,60.5,59.2,873.0,0.56,0.2,2020-06-18,7.2,1.3904800000000002,0.0
BR-03263,Highway,Prestressed Concrete,1996,28,100,Industrial Ohio,Moderate,0.0238,9,0,17909,1026.0,35,28,0.0,0.0,41.9,41.2,183.0,0.17,0.13,2020-07-21,3.7,0.41582908,0.03862717683652278
BR-03264,Highway,Prestressed Concrete,1946,78,60,Rural Midwest,Mild,0.0135,7,0,13726,2801.0,35,28,0.0,0.0,46.0,45.0,390.8,0.6,0.48,2022-12-09,9.2,2.3368800000000007,4.440892098500626e-16
BR-03265,Railroad,Timber,1990,34,75,Industrial Ohio,Moderate,0.0665,7,0,40,683.0,8,5,0.0,0.0,17.2,14.9,24.8,0.15,0.11,2022-08-23,3.3,0.40558634,0.05126592600019627
BR-03266,Highway,Prestressed Concrete,1959,65,75,Desert Southwest,Mild,0.0158,7,0,40749,2906.0,35,28,0.0,0.0,66.8,65.8,966.8,0.56,0.27,2021-08-22,10.8,1.991599999999999,1.1102230246251565e-15
BR-03267,Highway,Steel (A36),1975,49,100,Coastal California,Moderate,0.0579,6,0,14506,1790.0,450,250,6.9e-12,3.0,23.7,20.9,259.4,0.37,0.22,2020-10-02,5.3,1.1046099999999996,2.220446049250313e-16
BR-03268,Pedestrian,Steel (A36),1995,29,60,Pacific Northwest,Mild,0.0503,7,0,7746,568.0,450,250,6.9e-12,3.0,11.0,9.6,8.2,0.19,0.14,2023-02-05,2.9,0.5383300000000002,1.1102230246251565e-16
BR-03269,Local Road,Composite Steel-Concrete,1980,44,60,Industrial Michigan,Moderate,0.0404,7,0,7066,1451.0,400,230,6.5e-12,3.0,43.9,42.1,113.5,0.33,0.22,2021-09-17,4.2,0.7985071600000001,0.09865053288282638
BR-03270,Local Road,Steel (A36),1960,64,60,Industrial New Jersey,Moderate,0.0805,5,0,3875,1134.0,450,250,6.9e-12,3.0,10.9,5.7,90.5,0.44,0.28,2022-07-12,7.6,1.39315072,0.18095855231420924
BR-03271,Interstate,Steel (A36),1983,41,60,Urban West,Mild,0.0587,7,0,75136,675.0,450,250,6.9e-12,3.0,23.7,21.3,1124.4,0.22,0.12,2023-11-26,4.6,0.6871799999999997,3.3306690738754696e-16
BR-03272,Highway,Reinforced Concrete,1955,69,60,Rural South,Mild,0.0123,8,0,105031,5651.0,25,20,0.0,0.0,53.8,52.9,2645.2,1.23,0.8,2021-08-24,19.8,3.6111794600000002,0.4083061587584253
BR-03273,Local Road,Steel (A36),2003,21,50,Coastal Carolina,Severe,0.0591,7,0,6005,796.0,450,250,6.9e-12,3.0,19.7,18.5,46.0,0.15,0.07,2023-08-23,2.0,0.3406000000000001,1.1102230246251565e-16
BR-03274,Highway,Composite Steel-Concrete,1982,42,60,Rural Mountain,Mild,0.025,7,0,21489,898.0,400,230,6.5e-12,3.0,64.2,63.1,329.4,0.17,0.06,2020-05-17,3.2,0.39588415999999993,0.049903592158897746
BR-03275,Interstate,Steel (A36),1994,30,60,Pacific Northwest,Mild,0.0573,8,0,18251,2203.0,450,250,6.9e-12,3.0,17.2,15.4,199.8,0.43,0.27,2022-12-24,5.0,0.9012549999999999,0.10511166812014734
BR-03276,Interstate,Steel (A588 Weathering),1944,80,75,Urban Midwest,Moderate,0.0369,6,0,55801,1816.0,485,345,5.2e-12,2.8,19.0,16.1,1629.4,0.67,0.38,2021-11-15,5.9,1.9786000000000001,0.0
BR-03277,Highway,Prestressed Concrete,2006,18,60,Desert Southwest,Mild,0.0088,9,0,18909,435.0,35,28,0.0,0.0,53.1,53.0,124.2,0.17,0.11,2023-02-28,2.0,0.4108,0.0
BR-03278,Highway,Steel (A514 HY),1980,44,60,Coastal Carolina,Severe,0.0623,6,0,17674,824.0,760,690,4.5e-12,3.2,23.4,20.7,283.8,0.26,0.16,2021-09-23,5.3,0.8491599999999999,1.1102230246251565e-16
BR-03279,Highway,Reinforced Concrete,1968,56,60,Industrial Ohio,Moderate,0.0327,8,0,22029,3312.0,25,20,0.0,0.0,62.7,60.8,450.3,1.18,0.9,2021-02-21,21.0,3.466012,0.38549706226927327
BR-03280,Highway,Reinforced Concrete,1989,35,50,Rural Midwest,Mild,0.0163,8,0,24453,5111.0,25,20,0.0,0.0,53.7,53.1,312.4,1.03,0.4,2021-10-18,19.2,2.2445156000000006,0.25729639165064105
BR-03281,Pedestrian,Timber,1961,63,75,Rural South,Mild,0.0226,7,0,12002,3640.0,8,5,0.0,0.0,21.7,20.2,27.6,1.21,0.89,2021-05-19,13.9,3.24797655,0.40791181707298346
BR-03282,Interstate,Steel (A36),1962,62,60,Coastal Florida,Severe,0.1421,2,1,37120,4553.0,450,250,6.9e-12,3.0,13.8,5.0,840.0,1.2,0.56,2020-05-15,17.6,3.7065600000000014,1.3322676295501878e-15
BR-03283,Highway,Steel (A514 HY),1971,53,60,Coastal Florida,Severe,0.1167,3,1,11307,383.0,760,690,4.5e-12,3.2,12.0,5.8,218.7,0.08,0.04,2022-10-03,1.8,0.25882463999999994,0.029292111285593617
BR-03284,Highway,Steel (A588 Weathering),1950,74,100,Industrial Ohio,Moderate,0.0312,8,0,19842,4451.0,485,345,5.2e-12,2.8,18.9,16.6,535.9,1.03,0.44,2021-10-08,11.9,3.055779999999999,8.881784197001252e-16
BR-03285,Highway,Timber,1992,32,100,Industrial New Jersey,Moderate,0.0597,8,0,41168,1951.0,8,5,0.0,0.0,30.4,28.5,480.8,0.43,0.21,2023-06-28,7.6,1.1481600000000003,2.220446049250313e-16
BR-03286,Highway,Timber,1994,30,100,Industrial Michigan,Moderate,0.0692,7,0,15025,1302.0,8,5,0.0,0.0,35.7,33.6,164.5,0.21,0.07,2021-09-22,3.8,0.42969640000000003,0.05466670134551744
